Acquired,Department,Created
69.651.6,Drawings and Prints,1741
"Burdick 619, W414.85",Drawings and Prints,1926
"Burdick 619, W414.86",Drawings and Prints,1920
"Burdick 619, W414.87",Drawings and Prints,1920
1977.675.6,Drawings and Prints,1759
"Burdick 619, W414.88",Drawings and Prints,1920
"Burdick 619, W414.89",Drawings and Prints,1920
"Burdick 619, W414.90",Drawings and Prints,1920
Burdick 619(15),Drawings and Prints,1917
"Burdick 619, W414.91",Drawings and Prints,1920
"Burdick 619, W414.92",Drawings and Prints,1920
"Burdick 619, W414.93",Drawings and Prints,1920
"Burdick 619, W414.94",Drawings and Prints,1920
"Burdick 619, W414.95",Drawings and Prints,1920
1986.1168.1,Drawings and Prints,1863
"Burdick 619, W414.96",Drawings and Prints,1926
Burdick 619(16),Drawings and Prints,1920
"Burdick 619, W414.97",Drawings and Prints,1920
1986.1180.1212,Drawings and Prints,1925
1972.563.28,Drawings and Prints,1915
1986.1180.1213,Drawings and Prints,1909
53.600.4823,Drawings and Prints,1635
66.544.52,Drawings and Prints,1806
26.70.3(254),Drawings and Prints,1635
17.3.1457,Drawings and Prints,1823
1982.1181.25,Drawings and Prints,1879
67.630.128,Drawings and Prints,1890
53.600.310,Drawings and Prints,1786
17.3.1450,Drawings and Prints,1831
18.48.4-557,Drawings and Prints,1900
17.3.2879,Drawings and Prints,1823
58.649.3,Drawings and Prints,1958
67.809.32,Drawings and Prints,1931
"Burdick 619, W414.98",Drawings and Prints,1929
"Burdick 619, W414.99",Drawings and Prints,1929
"Burdick 619, W414.100",Drawings and Prints,1929
"Burdick 619, W414.101",Drawings and Prints,1929
"Burdick 619, W414.102",Drawings and Prints,1929
Burdick 619(17),Drawings and Prints,1920
"Burdick 619, W414.103",Drawings and Prints,1929
"Burdick 619, W414.104",Drawings and Prints,1929
"Burdick 619, W414.105",Drawings and Prints,1929
"Burdick 619, W414.106",Drawings and Prints,1929
"Burdick 619, W414.107",Drawings and Prints,1929
"Burdick 619, W414.108",Drawings and Prints,1929
Burdick 619(18),Drawings and Prints,1929
"Burdick 619, W414.109",Drawings and Prints,1929
"Burdick 619, W414.110",Drawings and Prints,1929
"Burdick 619, W414.111",Drawings and Prints,1929
"Burdick 619, W414.112",Drawings and Prints,1929
"Burdick 619, W414.113",Drawings and Prints,1929
"Burdick 619, W414.114",Drawings and Prints,1929
Burdick 619(19),Drawings and Prints,1929
"Burdick 619, W414.115",Drawings and Prints,1929
"Burdick 619, W414.116",Drawings and Prints,1929
"Burdick 619, W414.117",Drawings and Prints,1929
"Burdick 619, W414.119",Drawings and Prints,1929
"Burdick 619, W414.118",Drawings and Prints,1929
"Burdick 619, W414.120",Drawings and Prints,1929
Burdick 619(20),Drawings and Prints,1929
"Burdick 619, W414.121",Drawings and Prints,1929
"Burdick 619, W414.122",Drawings and Prints,1929
"Burdick 619, W414.123",Drawings and Prints,1929
"Burdick 619, W414.124",Drawings and Prints,1929
"Burdick 619, W414.125",Drawings and Prints,1929
"Burdick 619, W414.126",Drawings and Prints,1929
Burdick 619(21),Drawings and Prints,1929
"Burdick 619, W414.133",Drawings and Prints,1929
53.601.348a–c,Drawings and Prints,1676
"Burdick 619, W414.127",Drawings and Prints,1929
"Burdick 619, W414.128",Drawings and Prints,1929
"Burdick 619, W414.129",Drawings and Prints,1929
"Burdick 619, W414.130",Drawings and Prints,1929
"Burdick 619, W414.131",Drawings and Prints,1929
"Burdick 619, W414.132",Drawings and Prints,1929
Burdick 619(22),Drawings and Prints,1929
"Burdick 619, W414.134",Drawings and Prints,1929
"Burdick 619, W414.135",Drawings and Prints,1929
"Burdick 619, W414.136",Drawings and Prints,1929
"Burdick 619, W414.137",Drawings and Prints,1929
"Burdick 619, W414.138",Drawings and Prints,1929
Burdick 619(23),Drawings and Prints,1929
Burdick 619(24),Drawings and Prints,1920
"Burdick 619, W414.139",Drawings and Prints,1931
2017.466–.644,Photographs,1930
41.97.366,Drawings and Prints,1805
2017.68.2,Photographs,1860
2017.68.3,Photographs,1860
2017.68.4,Photographs,1860
2017.68.5,Photographs,1860
2017.68.6,Photographs,1860
2017.68.7,Photographs,1860
2017.68.8,Photographs,1860
2017.68.9,Photographs,1860
2017.68.10,Photographs,1860
2017.68.11,Photographs,1860
2017.68.13,Photographs,1870
2017.68.14,Photographs,1870
2017.68.15,Photographs,1870
2017.68.16,Photographs,1870
2017.68.17,Photographs,1870
2017.68.18,Photographs,1870
2017.68.19,Photographs,1870
2017.68.20,Photographs,1870
2017.68.21,Photographs,1870
2017.68.22,Photographs,1870
2017.68.23,Photographs,1870
2017.68.24,Photographs,1870
2017.68.25,Photographs,1870
2017.68.26,Photographs,1870
2017.68.27,Photographs,1870
2017.68.28,Photographs,1870
2017.68.29,Photographs,1870
2017.68.30,Photographs,1870
2017.68.31,Photographs,1870
2017.68.32,Photographs,1870
2017.68.33,Photographs,1870
2017.68.34,Photographs,1870
2017.68.35,Photographs,1870
2017.68.36,Photographs,1870
2017.68.37,Photographs,1870
64.101.840,European Sculpture and Decorative Arts,1765
"64.101.841a, b–.844a, b",European Sculpture and Decorative Arts,1765
64.101.845a–d,European Sculpture and Decorative Arts,1770
64.101.846a–d,European Sculpture and Decorative Arts,1770
64.101.847,European Sculpture and Decorative Arts,1760
64.101.848,European Sculpture and Decorative Arts,1760
"64.101.849a, b",European Sculpture and Decorative Arts,1760
64.101.850,European Sculpture and Decorative Arts,1765
64.101.851,European Sculpture and Decorative Arts,1765
64.101.852,European Sculpture and Decorative Arts,1765
64.101.853,European Sculpture and Decorative Arts,1765
64.101.854,European Sculpture and Decorative Arts,1775
64.101.855,European Sculpture and Decorative Arts,1790
"64.101.856a–d, .857a–d",European Sculpture and Decorative Arts,1787
64.101.858a–c,European Sculpture and Decorative Arts,1770
64.101.859,European Sculpture and Decorative Arts,1670
64.101.860,European Sculpture and Decorative Arts,1660
64.101.861,European Sculpture and Decorative Arts,1690
64.101.862,European Sculpture and Decorative Arts,1695
64.101.864,European Sculpture and Decorative Arts,1715
.4925,Costume Institute,1956
2009.300.4926,Costume Institute,1956
2009.300.6137,Costume Institute,1948
2009.300.6138,Costume Institute,1953
2009.300.6139,Costume Institute,1953
2009.300.6140,Costume Institute,1953
2009.300.6141,Costume Institute,1953
"2009.300.4549a, b",Costume Institute,1873
2009.300.6142,Costume Institute,1953
2009.300.6143,Costume Institute,1953
2009.300.6144,Costume Institute,1953
2009.300.6145,Costume Institute,1953
2009.300.6146,Costume Institute,1930
2009.300.4092,Costume Institute,1835
2009.300.4093,Costume Institute,1848
2009.300.4220,Costume Institute,1858
2009.300.4522,Costume Institute,1860
2009.300.4217,Costume Institute,1848
2009.300.4218,Costume Institute,1848
2009.300.4219,Costume Institute,1840
2009.300.6147,Costume Institute,1820
2009.300.6148,Costume Institute,1853
2009.300.6149,Costume Institute,1833
43.120.561,Arms and Armor,1590
43.120.563,Arms and Armor,1590
43.120.564,Arms and Armor,1590
43.120.565,Arms and Armor,1590
43.120.566,Arms and Armor,1590
43.120.567,Arms and Armor,1590
43.120.570,Arms and Armor,1590
43.120.572,Arms and Armor,1590
43.120.573,Arms and Armor,1590
43.120.574,Arms and Armor,1590
43.120.575,Arms and Armor,1590
43.120.576,Arms and Armor,1590
43.120.577,Arms and Armor,1590
43.120.578,Arms and Armor,1590
43.120.579,Arms and Armor,1590
43.120.580,Arms and Armor,1590
43.120.581,Arms and Armor,1590
43.120.582,Arms and Armor,1590
43.120.583,Arms and Armor,1590
43.120.584,Arms and Armor,1590
43.120.586,Arms and Armor,1590
43.120.587,Arms and Armor,1590
43.120.589,Arms and Armor,1590
43.120.592,Arms and Armor,1590
43.120.593,Arms and Armor,1590
43.120.595,Arms and Armor,1590
43.120.596,Arms and Armor,1590
43.120.598,Arms and Armor,1590
43.120.599,Arms and Armor,1590
43.120.601,Arms and Armor,1590
43.120.602,Arms and Armor,1590
43.120.603,Arms and Armor,1590
43.120.604,Arms and Armor,1590
43.120.605,Arms and Armor,1590
43.120.607,Arms and Armor,1590
43.120.608,Arms and Armor,1590
43.120.609,Arms and Armor,1590
43.120.611,Arms and Armor,1590
43.120.612,Arms and Armor,1590
43.120.614,Arms and Armor,1590
43.120.619,Arms and Armor,1590
43.120.620,Arms and Armor,1590
43.120.622,Arms and Armor,1590
43.120.623,Arms and Armor,1590
43.120.624,Arms and Armor,1590
43.120.626,Arms and Armor,1590
43.120.627,Arms and Armor,1590
43.120.628,Arms and Armor,1590
43.120.631,Arms and Armor,1590
43.120.632,Arms and Armor,1590
43.120.634,Arms and Armor,1590
43.120.652,Arms and Armor,1801
43.120.653,Arms and Armor,1801
43.120.654,Arms and Armor,1801
43.120.655,Arms and Armor,1801
43.120.664,Arms and Armor,1801
43.120.665,Arms and Armor,1590
43.120.679,Arms and Armor,1801
43.120.682,Arms and Armor,1801
43.120.684,Arms and Armor,1801
43.120.687,Arms and Armor,1590
43.120.691,Arms and Armor,1590
43.120.693,Arms and Armor,1590
43.120.694,Arms and Armor,1590
43.120.696,Arms and Armor,1590
43.120.697,Arms and Armor,1590
43.120.698,Arms and Armor,1590
43.120.699,Arms and Armor,1590
43.120.700,Arms and Armor,1590
43.120.701,Arms and Armor,1590
43.120.702,Arms and Armor,1590
43.120.703,Arms and Armor,1590
43.120.704,Arms and Armor,1590
43.120.705,Arms and Armor,1590
43.120.706,Arms and Armor,1590
43.120.707,Arms and Armor,1590
43.120.709,Arms and Armor,1590
43.120.710,Arms and Armor,1590
43.120.711,Arms and Armor,1590
43.120.714,Arms and Armor,1590
43.120.715,Arms and Armor,1590
43.120.717,Arms and Armor,1590
43.120.718,Arms and Armor,1590
43.120.719,Arms and Armor,1590
43.120.720,Arms and Armor,1590
43.120.721,Arms and Armor,1590
43.120.722,Arms and Armor,1590
43.120.723,Arms and Armor,1750
43.120.724,Arms and Armor,1750
43.120.725,Arms and Armor,1590
43.120.726,Arms and Armor,1590
1980.497.25,American Decorative Arts,1907
1980.497.26,American Decorative Arts,1900
1980.497.27,American Decorative Arts,1900
SL.13.2013.11.1,American Decorative Arts,1685
1991.1007.1,American Decorative Arts,1896
62.508.6,American Decorative Arts,1922
1991.1007.2,American Decorative Arts,1902
1991.1156,American Decorative Arts,1896
52.530.21,American Decorative Arts,1902
SL.13.2013.1.1,American Decorative Arts,1760
2014.289,American Decorative Arts,1887
2013.135.1,American Paintings and Sculpture,1898
2013.135.2,American Paintings and Sculpture,1899
47.103.18,American Decorative Arts,1770
2013.113,American Decorative Arts,1819
2013.22.1,American Decorative Arts,1841
SL.6.2015.6.4,American Decorative Arts,1879
2009.226.19a–f,American Decorative Arts,1881
x.451.2a–f,American Decorative Arts,1815
"2013.235.1a, b",American Decorative Arts,1920
25.84.8,American Decorative Arts,0
25.84.9,American Decorative Arts,1815
26.23.10,American Decorative Arts,1780
26.23.11,American Decorative Arts,1780
58.66.1,American Decorative Arts,1700
58.66.2,American Decorative Arts,1700
58.66.3,American Decorative Arts,1700
16.74.26,American Decorative Arts,1860
40.42.2,American Decorative Arts,0
2013.605,American Decorative Arts,1890
"2013.236a, b",American Decorative Arts,1915
x.451.1,American Decorative Arts,0
2013.201,American Paintings and Sculpture,1833
2013.234,American Paintings and Sculpture,1910
"2013.235.2a, b",American Decorative Arts,1920
2015.437,American Decorative Arts,1655
2013.441,American Paintings and Sculpture,1913
2013.961.1.1,American Decorative Arts,1910
2013.961.1.2,American Decorative Arts,1910
2013.961.1.3,American Decorative Arts,1910
2013.961.1.4,American Decorative Arts,1910
2013.961.2,American Decorative Arts,1848
"2013.961.6a, b",American Decorative Arts,1895
2013.494,American Paintings and Sculpture,1898
2013.959.2,American Decorative Arts,1928
SL.5.2015.16.28,American Decorative Arts,1847
SL.5.2015.9.2,American Decorative Arts,1845
SL.5.2015.16.29,American Decorative Arts,1847
SL.5.2015.5.1,American Decorative Arts,1846
SL.5.2015.16.30,American Decorative Arts,1847
SL.5.2015.16.1,American Decorative Arts,1846
SL.5.2015.16.31,American Decorative Arts,1844
SL.5.2015.16.32,American Decorative Arts,1844
SL.5.2015.16.2,American Decorative Arts,1846
SL.5.2015.16.3,American Decorative Arts,1846
SL.5.2015.16.4,American Decorative Arts,1846
SL.5.2015.1.1,American Decorative Arts,1836
SL.5.2015.16.5,American Decorative Arts,1847
SL.5.2015.16.6,American Decorative Arts,1847
SL.5.2015.16.33,American Decorative Arts,1849
SL.5.2015.16.7,American Decorative Arts,1846
SL.5.2015.16.8,American Decorative Arts,1844
SL.5.2015.16.34,American Decorative Arts,1849
SL.5.2015.16.9,American Decorative Arts,1844
SL.5.2015.16.35,American Decorative Arts,1850
SL.5.2015.16.10,American Decorative Arts,1844
SL.5.2015.16.11,American Decorative Arts,1844
SL.5.2015.16.12,American Decorative Arts,1844
SL.5.2015.16.13,American Decorative Arts,1844
SL.5.2015.16.36,American Decorative Arts,1850
SL.5.2015.16.14,American Decorative Arts,1844
SL.5.2015.16.15,American Decorative Arts,1844
SL.5.2015.16.16,American Decorative Arts,1844
SL.5.2015.16.37,American Decorative Arts,1850
SL.5.2015.16.17,American Decorative Arts,1851
SL.5.2015.16.18,American Decorative Arts,1851
SL.5.2015.16.38,American Decorative Arts,1857
SL.5.2015.16.19,American Decorative Arts,1847
SL.5.2015.16.39,American Decorative Arts,1852
SL.5.2015.16.20,American Decorative Arts,1844
43.120.727,Arms and Armor,1590
43.120.729,Arms and Armor,1590
43.120.730,Arms and Armor,1590
43.120.731,Arms and Armor,1590
43.120.732,Arms and Armor,1590
43.120.733,Arms and Armor,1590
43.120.734,Arms and Armor,1590
43.120.735,Arms and Armor,1590
43.120.736,Arms and Armor,1590
43.120.737,Arms and Armor,1590
43.120.738,Arms and Armor,1590
43.120.739,Arms and Armor,1590
43.120.751,Arms and Armor,1590
43.120.752,Arms and Armor,1590
43.120.753,Arms and Armor,1590
43.120.755,Arms and Armor,1590
43.120.756,Arms and Armor,1590
43.120.757,Arms and Armor,1590
43.120.758,Arms and Armor,1590
43.120.760,Arms and Armor,1590
43.120.761,Arms and Armor,1590
43.120.762,Arms and Armor,1590
2009.300.4221,Costume Institute,1858
2009.300.6150,Costume Institute,1850
2009.300.6151,Costume Institute,1888
2009.300.6152,Costume Institute,1900
"2009.300.6153a, b",Costume Institute,1848
2009.300.6154,Costume Institute,1890
2009.300.4050,Costume Institute,1858
2009.300.4564,Costume Institute,1868
"2009.300.5738a, b",Costume Institute,1903
2009.300.5090,Costume Institute,1900
2009.300.5091,Costume Institute,1900
2009.300.5092,Costume Institute,1900
2009.300.5093,Costume Institute,1900
2009.300.5094,Costume Institute,1900
2009.300.5095,Costume Institute,1900
2009.300.6155,Costume Institute,1900
2009.300.6156,Costume Institute,1908
2009.300.4623,Costume Institute,1950
2009.300.5739,Costume Institute,1920
2009.300.6157,Costume Institute,1840
2009.300.6158,Costume Institute,1850
2009.300.6159,Costume Institute,1938
64.101.865,European Sculpture and Decorative Arts,1695
64.101.866,European Sculpture and Decorative Arts,1715
64.101.867,European Sculpture and Decorative Arts,1691
64.101.868,European Sculpture and Decorative Arts,1695
64.101.869,European Sculpture and Decorative Arts,1755
64.101.870,European Sculpture and Decorative Arts,1715
64.101.871,European Sculpture and Decorative Arts,1775
64.101.872,European Sculpture and Decorative Arts,1715
64.101.873,European Sculpture and Decorative Arts,1755
64.101.874,European Sculpture and Decorative Arts,1775
64.101.876,European Sculpture and Decorative Arts,1785
64.101.877,European Sculpture and Decorative Arts,1690
64.101.878,European Sculpture and Decorative Arts,1690
64.101.879,European Sculpture and Decorative Arts,1725
64.101.880,European Sculpture and Decorative Arts,1695
64.101.881,European Sculpture and Decorative Arts,1745
64.101.882,European Sculpture and Decorative Arts,1710
64.101.883,European Sculpture and Decorative Arts,1765
64.101.884,European Sculpture and Decorative Arts,1755
64.101.885,European Sculpture and Decorative Arts,1740
64.101.886,European Sculpture and Decorative Arts,1710
64.101.888,European Sculpture and Decorative Arts,1755
64.101.896,European Sculpture and Decorative Arts,1600
64.101.898,European Sculpture and Decorative Arts,1600
64.101.899,European Sculpture and Decorative Arts,1655
2017.68.38,Photographs,1870
2017.68.39,Photographs,1870
2017.68.40,Photographs,1870
2017.68.41,Photographs,1870
2017.68.42,Photographs,1870
2017.68.43,Photographs,1870
2017.68.44,Photographs,1860
2017.68.45,Photographs,1860
2017.68.46,Photographs,1860
2017.68.47,Photographs,1850
2017.69.2,Photographs,1870
2017.69.3,Photographs,1860
2017.69.4,Photographs,1860
2017.69.5,Photographs,1860
2017.69.6,Photographs,1868
2017.69.7,Photographs,1869
2017.69.8,Photographs,1869
2017.69.9,Photographs,1869
2017.69.10,Photographs,1867
2017.69.11,Photographs,1864
2017.69.12,Photographs,1864
2017.69.13,Photographs,1864
2017.69.14,Photographs,1864
2017.69.15,Photographs,1864
59.570.154,Drawings and Prints,1600
59.570.162,Drawings and Prints,1715
23.65.20,Drawings and Prints,1845
47.100.344,Drawings and Prints,1846
22.73.3-82,Drawings and Prints,1591
41.97.419,Drawings and Prints,1682
41.97.432,Drawings and Prints,1682
59.570.156,Drawings and Prints,1682
45.78.48,Drawings and Prints,1867
48.132.29,Drawings and Prints,1845
17.3.2638,Drawings and Prints,1768
59.570.171,Drawings and Prints,1555
47.100.345,Drawings and Prints,1841
41.97.407,Drawings and Prints,1749
49.95.2298,Drawings and Prints,1570
49.95.2584,Drawings and Prints,1655
49.95.2308,Drawings and Prints,1715
49.95.2311,Drawings and Prints,1715
49.95.2589,Drawings and Prints,1715
63.350.620.615.57,Drawings and Prints,1943
1978.412.207 (122),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (126),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (127),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (128),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (130),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (132),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (133),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (134),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (135),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (136),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (137),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (138),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (140),"Arts of Africa, Oceania, and the Americas",1869
48.101.2042,Islamic Art,700
48.101.2043,Islamic Art,700
60.611.93(2),Drawings and Prints,1635
51.501.7728,Drawings and Prints,1638
1974.555.1,Drawings and Prints,1915
1974.555.2,Drawings and Prints,1915
1974.555.3,Drawings and Prints,1916
51.501.525,Drawings and Prints,1626
1978.412.207 (162),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (163),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (164),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (168),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (170),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (172),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (174),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (176),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (178),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (180),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (181),"Arts of Africa, Oceania, and the Americas",1869
1978.412.207 (182),"Arts of Africa, Oceania, and the Americas",1869
48.101.2044,Islamic Art,700
48.101.2045,Islamic Art,700
48.101.2046,Islamic Art,700
48.101.2047,Islamic Art,700
48.101.2048,Islamic Art,700
48.101.2049,Islamic Art,700
48.101.2050,Islamic Art,700
48.101.2051,Islamic Art,700
48.101.2052,Islamic Art,700
48.101.2053,Islamic Art,700
48.101.2054,Islamic Art,700
48.101.2055,Islamic Art,700
48.101.2056,Islamic Art,700
48.101.2057,Islamic Art,700
48.101.2058,Islamic Art,700
48.101.2059,Islamic Art,700
48.101.2060,Islamic Art,700
48.101.2061,Islamic Art,700
48.101.2062,Islamic Art,700
48.101.2063,Islamic Art,700
48.101.2064,Islamic Art,700
48.101.2065,Islamic Art,700
48.101.2066,Islamic Art,700
48.101.2067,Islamic Art,700
48.101.2068,Islamic Art,700
48.101.2069,Islamic Art,700
48.101.2205,Islamic Art,700
48.101.2206,Islamic Art,700
48.101.2207,Islamic Art,700
48.101.2208,Islamic Art,700
48.101.2209,Islamic Art,700
48.101.2210,Islamic Art,700
48.101.2211,Islamic Art,700
48.101.2212,Islamic Art,700
48.101.2213,Islamic Art,700
48.101.2214,Islamic Art,700
48.101.2215,Islamic Art,700
48.101.2216,Islamic Art,700
48.101.2217,Islamic Art,700
48.101.2218,Islamic Art,700
48.101.2219,Islamic Art,700
48.101.2220,Islamic Art,700
48.101.2221,Islamic Art,700
48.101.2222,Islamic Art,700
48.101.2223,Islamic Art,700
48.101.2224,Islamic Art,700
48.101.2225,Islamic Art,700
48.101.2226,Islamic Art,700
08.84.31,Greek and Roman Art,0
39.73.2,Drawings and Prints,1806
39.73.3,Drawings and Prints,1806
44.83.5,Drawings and Prints,1806
63.350.613.409.1,Drawings and Prints,1926
Burdick 613(2),Drawings and Prints,1915
63.350.613.409.2,Drawings and Prints,1926
63.350.613.409.3,Drawings and Prints,1926
63.350.613.409.4,Drawings and Prints,1926
66.623.20,Drawings and Prints,1820
61.663.232,Drawings and Prints,1800
66.542.58,Drawings and Prints,1816
63.350.613.409.5,Drawings and Prints,1926
63.350.613.409.6,Drawings and Prints,1926
63.350.613.409.7,Drawings and Prints,1926
67.538.88,Drawings and Prints,1854
Burdick 613(3),Drawings and Prints,1926
63.350.613.401.1,Drawings and Prints,1915
44.57.2,Drawings and Prints,1806
44.57.3,Drawings and Prints,1826
63.350.613.401.2,Drawings and Prints,1915
63.350.613.412.12,Drawings and Prints,1915
63.350.613.401.3,Drawings and Prints,1910
18.45.1,Drawings and Prints,1806
63.350.613.401.4,Drawings and Prints,1910
63.350.613.401.5,Drawings and Prints,1910
63.350.613.401.6,Drawings and Prints,1910
Burdick 613(4),Drawings and Prints,1915
62.600.560,Drawings and Prints,1816
63.350.613.404.1,Drawings and Prints,1915
49.50.90,Drawings and Prints,1839
08.84.30,Greek and Roman Art,0
08.84.34,Greek and Roman Art,0
08.84.1,Greek and Roman Art,0
08.84.3,Greek and Roman Art,0
23.112.2159,Drawings and Prints,1876
08.84.4,Greek and Roman Art,0
08.84.5,Greek and Roman Art,0
08.84.6,Greek and Roman Art,0
08.84.7,Greek and Roman Art,0
08.84.8,Greek and Roman Art,0
08.84.9,Greek and Roman Art,0
08.84.15,Greek and Roman Art,0
08.84.18,Greek and Roman Art,0
08.84.19,Greek and Roman Art,0
08.84.20,Greek and Roman Art,0
63.350.613.412.21,Drawings and Prints,1920
08.84.22,Greek and Roman Art,0
08.84.29,Greek and Roman Art,0
23.112.2160,Drawings and Prints,1876
08.84.32,Greek and Roman Art,0
08.84.33,Greek and Roman Art,0
83.2.203,American Decorative Arts,1824
83.2.210,American Decorative Arts,1819
83.2.211,American Decorative Arts,1819
83.2.420,American Decorative Arts,1658
83.2.25,American Decorative Arts,1858
83.2.44,American Decorative Arts,1869
83.2.417,American Decorative Arts,1879
83.2.32,American Decorative Arts,1823
83.2.27,American Decorative Arts,1873
92.10.4,American Decorative Arts,1855
83.2.21,American Decorative Arts,1800
83.2.8,American Decorative Arts,1790
83.2.9,American Decorative Arts,1790
07.124.24,American Decorative Arts,1790
83.2.208,American Decorative Arts,1867
83.2.6,American Decorative Arts,1853
83.2.16,American Decorative Arts,1853
83.2.414,American Decorative Arts,1860
83.2.438,American Decorative Arts,1860
83.2.439,American Decorative Arts,1858
83.2.433,American Decorative Arts,1849
83.2.434,American Decorative Arts,1849
83.2.379,American Decorative Arts,1800
83.2.425,American Decorative Arts,1801
83.2.426,American Decorative Arts,1801
83.2.427,American Decorative Arts,1801
83.2.164,American Decorative Arts,1870
83.2.1,American Decorative Arts,1834
92.10.3,American Decorative Arts,1855
83.2.45,American Decorative Arts,1789
83.2.212,American Decorative Arts,1800
83.2.20,American Decorative Arts,1819
83.2.3,American Decorative Arts,1805
83.2.13,American Decorative Arts,1805
83.2.2,American Decorative Arts,1818
83.2.389,American Decorative Arts,1830
83.2.405,American Decorative Arts,1848
83.2.407,American Decorative Arts,1847
83.2.408,American Decorative Arts,1848
07.280.13,American Decorative Arts,1800
92.10.6b,American Decorative Arts,1864
33.120.258,American Decorative Arts,1770
33.120.259,American Decorative Arts,1770
33.120.260,American Decorative Arts,1797
83.2.81,American Decorative Arts,1800
83.2.84,American Decorative Arts,1776
83.2.95,American Decorative Arts,1776
83.2.141,American Decorative Arts,1870
83.2.143,American Decorative Arts,1859
83.2.166,American Decorative Arts,1776
83.2.167,American Decorative Arts,1776
83.2.168,American Decorative Arts,1800
83.2.169,American Decorative Arts,1870
83.2.177,American Decorative Arts,1870
83.2.179,American Decorative Arts,1870
83.2.286,American Decorative Arts,1776
83.2.288,American Decorative Arts,1776
83.2.293,American Decorative Arts,1800
42.76.2,American Decorative Arts,1770
44.109.8,American Decorative Arts,1822
1974.300.1,Costume Institute,1929
1974.300.2,Costume Institute,1929
1974.300.4,Costume Institute,1929
1974.300.5,Costume Institute,1929
1974.300.6,Costume Institute,1929
1974.300.7,Costume Institute,1929
1974.300.8,Costume Institute,1929
1974.300.9,Costume Institute,1929
1983.102a–e,Costume Institute,1891
2005.329.1,Costume Institute,1985
2005.329.2,Costume Institute,1984
2005.329.3,Costume Institute,1981
"2005.329.4a, b",Costume Institute,1983
2005.329.5,Costume Institute,1984
2005.329.6,Costume Institute,1981
2005.329.7,Costume Institute,1987
2005.329.8,Costume Institute,1987
2005.329.9,Costume Institute,1987
2005.329.10,Costume Institute,1988
2005.329.11,Costume Institute,1991
2005.329.12,Costume Institute,1991
2005.329.13,Costume Institute,1978
2005.329.14,Costume Institute,1978
2005.329.15,Costume Institute,1980
2005.329.16,Costume Institute,1995
2005.329.17,Costume Institute,1985
2005.329.18,Costume Institute,1985
1983.382.2,Costume Institute,1900
1979.256,Costume Institute,1900
1985.282.2,Costume Institute,1900
1985.282.1,Costume Institute,1900
1971.121.3,Costume Institute,1900
1982.307.1,Costume Institute,1900
1986.172.1,Costume Institute,1850
"1977.336a, c, d",Costume Institute,1970
2006.144.1a–d,Costume Institute,1993
1980.163.2,Costume Institute,1900
"2006.144.2a, b",Costume Institute,1993
2006.144.3a–i,Costume Institute,1993
"2006.144.4a, b",Costume Institute,1993
"2006.144.5a, b",Costume Institute,1993
"2006.144.6a, b",Costume Institute,1993
"2006.144.7a, b",Costume Institute,1993
"2006.144.8a, b",Costume Institute,1993
1982.453.24,Costume Institute,1700
24.158.2,Costume Institute,1800
1977.154,Costume Institute,1843
1983.81,Costume Institute,1900
1977.276a–c,Costume Institute,1900
1981.312.1,Costume Institute,1900
1981.312.10,Costume Institute,1850
1981.312.14,Costume Institute,1850
1981.312.16,Costume Institute,1900
1981.312.2,Costume Institute,1900
1981.312.3,Costume Institute,1900
1981.312.4,Costume Institute,1900
1981.312.7,Costume Institute,1900
1981.312.9,Costume Institute,1900
1970.84.11a–c,Costume Institute,1900
1981.524.1,Costume Institute,1900
1981.524.2,Costume Institute,1900
1981.524.3,Costume Institute,1900
1981.524.4,Costume Institute,1900
1981.524.5,Costume Institute,1900
1981.524.6,Costume Institute,1900
1981.524.7,Costume Institute,1900
1976.379.15,Costume Institute,1900
1976.379.2,Costume Institute,1875
1976.379.5,Costume Institute,1900
1973.195.29,Costume Institute,1825
1974.332,Costume Institute,1850
1985.277,Costume Institute,1890
1975.344.5,Costume Institute,1900
1975.344.6,Costume Institute,1800
1975.344.7,Costume Institute,1900
52.157,American Decorative Arts,1735
83.2.89,American Decorative Arts,1873
