Acquired,Department,Created
51.171.19,American Decorative Arts,1830
51.171.20,American Decorative Arts,1830
51.171.95,American Decorative Arts,1830
51.171.96,American Decorative Arts,1830
51.171.178,American Decorative Arts,1830
51.171.179,American Decorative Arts,1830
51.171.180,American Decorative Arts,1830
53.179.9,American Decorative Arts,1740
53.179.10,American Decorative Arts,1747
53.179.11,American Decorative Arts,1745
1980.502.30,American Decorative Arts,1800
1980.502.83,American Decorative Arts,1820
1980.502.84,American Decorative Arts,1815
33.120.293,American Decorative Arts,1793
59.208.75,American Decorative Arts,1760
46.140.93,American Decorative Arts,1850
46.140.841,American Decorative Arts,1875
44.88,American Decorative Arts,1730
1980.502.32,American Decorative Arts,1825
33.120.295,American Decorative Arts,1763
33.120.296,American Decorative Arts,1755
33.120.297,American Decorative Arts,1750
41.112.2,American Decorative Arts,1750
46.140.844,American Decorative Arts,1865
46.140.848,American Decorative Arts,1891
46.140.684,American Decorative Arts,1875
46.140.686,American Decorative Arts,1870
46.140.687,American Decorative Arts,1870
46.140.772,American Decorative Arts,1870
1984.218.7,American Decorative Arts,1886
33.120.298,American Decorative Arts,1790
33.120.299,American Decorative Arts,1779
46.140.833,American Decorative Arts,1870
33.120.300,American Decorative Arts,1760
24.109.23,American Decorative Arts,1790
33.120.301,American Decorative Arts,1810
23.80.20,American Decorative Arts,1790
46.140.310,American Decorative Arts,1867
46.140.311,American Decorative Arts,1867
46.140.840,American Decorative Arts,1866
46.140.843,American Decorative Arts,1865
14.11.2,American Decorative Arts,1852
46.140.412,American Decorative Arts,1887
46.140.427,American Decorative Arts,1887
46.140.762,American Decorative Arts,1883
55.126,American Decorative Arts,1735
38.165.3,American Decorative Arts,1770
46.140.807,American Decorative Arts,1863
46.140.847,American Decorative Arts,1878
69.128.1,American Decorative Arts,1873
33.120.309,American Decorative Arts,1790
46.140.524,American Decorative Arts,1881
69.194.14,American Decorative Arts,1873
2012.244.2,American Decorative Arts,1772
46.140.821,American Decorative Arts,1855
46.140.823,American Decorative Arts,1850
2000.509.1,American Decorative Arts,1815
1986.538.2,American Decorative Arts,1827
33.120.310,American Decorative Arts,1755
1983.69.3,American Decorative Arts,1876
46.140.839,American Decorative Arts,1865
67.83,American Decorative Arts,1790
46.140.558,American Decorative Arts,1885
46.140.834,American Decorative Arts,1870
63.88.8,American Decorative Arts,1835
33.120.292,American Decorative Arts,1770
28.88.4,American Decorative Arts,1765
33.120.302,American Decorative Arts,1807
69.194.176,American Decorative Arts,1887
27.85.5,American Decorative Arts,1785
46.140.838,American Decorative Arts,1866
1981.117,American Decorative Arts,1775
10.149.240,American Decorative Arts,1785
60.111.26,American Decorative Arts,1792
1980.503.4,American Decorative Arts,1797
33.120.572,American Decorative Arts,1807
44.117.5,American Decorative Arts,1848
94.3.3,American Decorative Arts,1822
08.223.3,American Decorative Arts,1822
33.120.550,American Decorative Arts,1822
33.120.553,American Decorative Arts,1807
33.120.556,American Decorative Arts,1800
1981.22.3,American Decorative Arts,1837
33.120.559,American Decorative Arts,1840
33.120.562,American Decorative Arts,1813
69.194.23,American Decorative Arts,1843
40.57.2,American Decorative Arts,1770
68.130.5,American Decorative Arts,1827
33.120.547,American Decorative Arts,1790
97.1.2,American Decorative Arts,1885
33.120.569,American Decorative Arts,1835
17.55.3,American Decorative Arts,1800
46.140.428,American Decorative Arts,1887
46.140.429,American Decorative Arts,1887
46.140.390,American Decorative Arts,1885
46.140.391,American Decorative Arts,1885
42.149.36,American Decorative Arts,1800
1984.153.3,American Decorative Arts,1891
34.100.75,American Decorative Arts,1800
34.100.82,American Decorative Arts,1797
13.206.8,American Decorative Arts,1800
"46.140.559a, b",American Decorative Arts,1870
"46.140.560a, b",American Decorative Arts,1870
1980.502.35,American Decorative Arts,1825
"46.140.493a, b",American Decorative Arts,1880
"1989.159a, b",American Decorative Arts,1860
52.77.19a–k,American Decorative Arts,1762
1972.225.1,American Decorative Arts,1790
1983.441,American Decorative Arts,1802
1987.143,American Decorative Arts,1765
30.120.272,American Decorative Arts,1815
"46.140.244a, b",American Decorative Arts,1882
"46.140.245a, b",American Decorative Arts,1885
"46.140.293a, b",American Decorative Arts,1877
"46.140.413a, b",American Decorative Arts,1887
"46.140.444a, b",American Decorative Arts,1887
"46.140.445a, b",American Decorative Arts,1887
11.87.71,American Decorative Arts,1827
18.95.7,American Decorative Arts,1847
18.95.8,American Decorative Arts,1847
20.109.16,American Decorative Arts,1800
20.112.2,American Decorative Arts,1874
"27.17.26, .27",American Decorative Arts,1751
"27.17.29, .30",American Decorative Arts,1750
30.120.271,American Decorative Arts,1830
30.120.371,American Decorative Arts,1735
34.100.94,American Decorative Arts,1800
34.100.96,American Decorative Arts,1800
34.100.98,American Decorative Arts,1800
34.100.100,American Decorative Arts,1800
35.13,American Decorative Arts,1787
35.25.4,American Decorative Arts,1770
36.52.1,American Decorative Arts,1785
37.58,American Decorative Arts,1815
"45.35.30, .31",American Decorative Arts,1833
46.67.8,American Decorative Arts,1800
47.86.2,American Decorative Arts,1736
"48.172.4, .5",American Decorative Arts,1853
51.171.29,American Decorative Arts,1800
51.171.46,American Decorative Arts,1800
52.77.17,American Decorative Arts,1700
"63.200.30, .31",American Decorative Arts,1870
1977.216.1,American Decorative Arts,1825
X.423,American Decorative Arts,1801
41.70.5,American Decorative Arts,1697
45.17,American Decorative Arts,1705
33.120.226,American Decorative Arts,1700
33.120.227,American Decorative Arts,1784
43.139,American Decorative Arts,1729
33.120.233,American Decorative Arts,1787
1973.170,American Decorative Arts,1890
69.36,American Decorative Arts,1902
"58.124.5, .6",American Decorative Arts,1826
33.120.228,American Decorative Arts,1715
"69.194.17, .18",American Decorative Arts,1875
1984.288.3,American Decorative Arts,1899
10.149.165,American Decorative Arts,1785
"60.111.21, .22",American Decorative Arts,1770
60.111.24,American Decorative Arts,1700
"41.127.5, .6",American Decorative Arts,1777
"41.127.7, .8",American Decorative Arts,1777
"41.127.9, .10",American Decorative Arts,1777
"41.129.1, .3",American Decorative Arts,1777
"41.129.2, .4",American Decorative Arts,1777
"41.130.3, .4",American Decorative Arts,1777
"41.132.1, .2",American Decorative Arts,1777
46.64.11,American Decorative Arts,1740
46.64.12,American Decorative Arts,1740
46.140.729,American Decorative Arts,1870
46.140.730,American Decorative Arts,1870
1978.501.16,American Decorative Arts,1919
1978.501.17,American Decorative Arts,1919
Inst.67.15.107,American Decorative Arts,1815
Inst.67.15.108,American Decorative Arts,1815
Inst.67.15.109,American Decorative Arts,1815
Inst.67.15.110,American Decorative Arts,1815
Inst.67.15.111,American Decorative Arts,1815
Inst.67.15.112,American Decorative Arts,1815
Inst.67.15.113,American Decorative Arts,1815
46.67.36,American Decorative Arts,1736
46.67.37,American Decorative Arts,1736
46.67.38,American Decorative Arts,1736
46.67.39,American Decorative Arts,1736
46.67.40,American Decorative Arts,1736
46.67.41,American Decorative Arts,1736
46.140.475,American Decorative Arts,1800
46.140.476,American Decorative Arts,1800
46.140.477,American Decorative Arts,1800
46.140.478,American Decorative Arts,1800
46.140.479,American Decorative Arts,1800
46.140.480,American Decorative Arts,1800
"42.149.12, .22",American Decorative Arts,1800
"42.149.13, .23",American Decorative Arts,1800
"42.149.14, .24",American Decorative Arts,1800
"42.149.15, .25",American Decorative Arts,1800
"42.149.16, .26",American Decorative Arts,1800
"42.149.17, .27",American Decorative Arts,1800
"42.149.18, .28",American Decorative Arts,1800
"42.149.19, .29",American Decorative Arts,1800
"42.149.20, .30",American Decorative Arts,1800
"42.149.21, .31",American Decorative Arts,1800
38.165.40,American Decorative Arts,1785
38.165.41,American Decorative Arts,1785
38.165.42,American Decorative Arts,1785
"48.135.4, .11",American Decorative Arts,1841
"48.135.5, .12",American Decorative Arts,1841
"48.135.6, .13",American Decorative Arts,1841
"48.135.7, .14",American Decorative Arts,1841
"48.135.8, .15",American Decorative Arts,1841
"48.135.9, .16",American Decorative Arts,1841
"48.135.10, .17",American Decorative Arts,1841
Inst.67.15.92,American Decorative Arts,1815
Inst.67.15.93,American Decorative Arts,1815
Inst.67.15.94,American Decorative Arts,1815
"1982.440.3a, b",American Decorative Arts,1879
"1982.440.4a, b",American Decorative Arts,1879
"1984.443.4a, b",American Decorative Arts,1876
"1984.419a, b",American Decorative Arts,1858
"1974.214.22a, b",American Decorative Arts,1876
"10.149.144a, b",American Decorative Arts,1785
"10.149.145a, b",American Decorative Arts,1785
"10.149.146a, b",American Decorative Arts,1785
10.149.147,American Decorative Arts,1785
10.149.148,American Decorative Arts,1785
10.149.149,American Decorative Arts,1785
10.149.150,American Decorative Arts,1785
10.149.151,American Decorative Arts,1785
10.149.152,American Decorative Arts,1785
10.149.153,American Decorative Arts,1785
10.149.154,American Decorative Arts,1785
10.149.155,American Decorative Arts,1785
10.149.156,American Decorative Arts,1785
10.149.157,American Decorative Arts,1785
10.149.158,American Decorative Arts,1785
10.149.159,American Decorative Arts,1785
10.149.160,American Decorative Arts,1785
10.149.161,American Decorative Arts,1785
10.149.162,American Decorative Arts,1785
10.149.163,American Decorative Arts,1785
10.149.164,American Decorative Arts,1785
10.149.166,American Decorative Arts,1785
10.149.167,American Decorative Arts,1785
"10.149.168a, b",American Decorative Arts,1785
"10.149.169a, b",American Decorative Arts,1785
"10.149.170a, b",American Decorative Arts,1785
"10.149.171a, b",American Decorative Arts,1785
"10.149.172a, b",American Decorative Arts,1785
"10.149.173a, b",American Decorative Arts,1785
"10.149.174a, b",American Decorative Arts,1785
"10.149.175a, b",American Decorative Arts,1785
"10.149.176a, b",American Decorative Arts,1785
"10.149.177a, b",American Decorative Arts,1785
"10.149.178a, b",American Decorative Arts,1785
"10.149.179a, b",American Decorative Arts,1785
"10.149.180a, b",American Decorative Arts,1785
"10.149.181a, b",American Decorative Arts,1785
"10.149.182a, b",American Decorative Arts,1785
"10.149.183a, b",American Decorative Arts,1785
"10.149.184a, b",American Decorative Arts,1785
"10.149.185a, b",American Decorative Arts,1785
1993.343.1,American Paintings and Sculpture,1927
1993.343.2,American Paintings and Sculpture,1927
40.150.267,American Decorative Arts,1830
40.150.280,American Decorative Arts,1830
40.150.291,American Decorative Arts,1800
40.150.292,American Decorative Arts,1830
40.150.293,American Decorative Arts,1830
40.150.299,American Decorative Arts,1870
45.100.56,American Decorative Arts,1825
45.100.63,American Decorative Arts,1825
45.100.64,American Decorative Arts,1825
45.100.67,American Decorative Arts,1825
45.100.70,American Decorative Arts,1825
45.100.72,American Decorative Arts,1825
45.100.81,American Decorative Arts,1825
45.100.83,American Decorative Arts,1825
45.100.85,American Decorative Arts,1825
45.100.93,American Decorative Arts,1825
45.100.94,American Decorative Arts,1825
45.100.96,American Decorative Arts,1840
45.100.118,American Decorative Arts,1825
45.100.120,American Decorative Arts,1825
45.100.124,American Decorative Arts,1825
45.100.127,American Decorative Arts,1825
45.100.136,American Decorative Arts,1840
45.100.137,American Decorative Arts,1825
45.100.141,American Decorative Arts,1825
45.100.147,American Decorative Arts,1825
45.100.155,American Decorative Arts,1825
45.100.162,American Decorative Arts,1825
45.100.165,American Decorative Arts,1820
45.100.178,American Decorative Arts,1825
45.100.184,American Decorative Arts,1825
45.100.187,American Decorative Arts,1825
45.100.201,American Decorative Arts,1825
45.100.202,American Decorative Arts,1825
45.100.207,American Decorative Arts,1825
45.100.220,American Decorative Arts,1825
45.100.241,American Decorative Arts,1832
45.100.248,American Decorative Arts,1825
45.100.262,American Decorative Arts,1825
45.100.264,American Decorative Arts,1825
40.150.281,American Decorative Arts,1800
40.150.290,American Decorative Arts,1800
45.100.37,American Decorative Arts,1830
45.100.95,American Decorative Arts,1829
45.100.98,American Decorative Arts,1832
45.100.115,American Decorative Arts,1829
45.100.238,American Decorative Arts,1826
45.100.239,American Decorative Arts,1826
46.140.327,American Decorative Arts,1832
46.140.335,American Decorative Arts,1835
45.100.169,American Decorative Arts,1825
45.100.112,American Decorative Arts,1835
14.102.53,American Decorative Arts,1822
12.21.7,American Decorative Arts,1838
10.125.44,American Decorative Arts,1675
10.125.45,American Decorative Arts,1710
10.125.46,American Decorative Arts,1675
10.125.47,American Decorative Arts,1696
10.125.48,American Decorative Arts,1670
10.125.703,American Decorative Arts,1670
50.20.3,American Decorative Arts,1670
53.197.1,American Decorative Arts,1670
66.10.13,American Decorative Arts,1800
68.132,American Decorative Arts,1907
12.48.10,American Decorative Arts,1830
12.48.11,American Decorative Arts,1840
14.11.4,American Decorative Arts,1847
14.11.5,American Decorative Arts,1850
39.115.2,American Decorative Arts,1800
39.115.3,American Decorative Arts,1800
63.17.1,American Decorative Arts,1850
63.17.2,American Decorative Arts,1850
63.17.3,American Decorative Arts,1830
63.17.4,American Decorative Arts,1830
10.125.657,American Decorative Arts,1840
10.125.658,American Decorative Arts,1840
10.125.659,American Decorative Arts,1840
10.125.660,American Decorative Arts,1840
10.125.661,American Decorative Arts,1840
10.125.662,American Decorative Arts,1840
10.125.663,American Decorative Arts,1840
10.125.664,American Decorative Arts,1840
1970.115.1,American Decorative Arts,1847
1970.115.2,American Decorative Arts,1847
1970.115.3,American Decorative Arts,1847
1970.115.4,American Decorative Arts,1847
1970.115.5,American Decorative Arts,1847
1970.115.6,American Decorative Arts,1847
1970.115.7,American Decorative Arts,1847
1970.115.8,American Decorative Arts,1847
10.125.645,American Decorative Arts,1840
10.125.646,American Decorative Arts,1840
10.125.647,American Decorative Arts,1840
10.125.648,American Decorative Arts,1840
10.125.649,American Decorative Arts,1840
